"name","rank","position","location","commitCollege","year"
"TIKI MAYBEN","57","PG","Troy, NY Troy","Massachusetts","2005"
"TERRY MARTIN JR.","58","SG","Monroe, LA Richwood","Texas Tech","2005"
"MARCUS JOHNSON","59","SG","Los Angeles, CA Westchester","Connecticut","2005"
"TYREE EVANS","60","SG","Winchendon, MA Winchendon","Cincinnati","2005"
"DOMINIC JAMES","61","PG","Richmond, IN Richmond","Marquette","2005"
"RICKY SANCHEZ","62","SF","Brandenton, FL","Memphis","2005"
"AUSTIN JACKSON","63","SG","Denton, TX Ryan","Georgia Tech","2005"
"TERREL HARRIS","64","SG","Garland, TX South Garland","Oklahoma State","2005"
"BRIAN ASBURY","65","SF","Miami, FL South Miami","Miami (FL)","2005"
"KYLE MCALARNEY","66","PG","Staten Island, NY Moore Catholic","Notre Dame","2005"
"DIOR LOWHORN","67","SF","Berkeley, CA Berkeley","Texas Tech","2005"
"DERWIN KITCHEN","68","SG","Jacksonville, FL Florida C.C.","St. John's","2005"
"JESSIE SAPP","69","SG","Ft. Washington, MD National Christian Academy","Georgetown","2005"
"RYAN AYERS","70","SG","Ft. Washington, PA","Notre Dame","2005"
"SAM YOUNG","71","SF","Chatham, VA Hargrave Military Academy","Pittsburgh","2005"
"KENNETH COOPER","72","C","Monroe, LA Richwood","Oklahoma State","2005"
"REGINALD DELK","73","SG","Jackson, TN North Side","Mississippi St","2005"
"HENRY DUGAT","74","PG","Dayton, TX Dayton","Baylor","2005"
"CHRIS DOUGLAS-ROBERTS","75","SG","Detroit, MI Northwestern","Memphis","2005"
"MARCUS WILLIAMS","76","SF","Seattle, WA Roosevelt","Arizona","2005"
"CYRUS MCGOWAN","77","C","Meridian, MS Meridian","Arkansas","2005"
"TYRELL BIGGS","78","PF","Ramsey, NJ Don Bosco Prep","Pittsburgh","2005"
"LUKE ZELLER","79","PF","Washington, IN Washington","Notre Dame","2005"
"RYAN WRIGHT","80","PF","Misissauga, ON","UCLA","2005"
"GERALD INMAN","81","SF","Montvale, NJ St. Joseph's","Rutgers","2005"
"ERIC BOATENG","82","PF","Middletown, DE St. Andrews","Duke","2005"
"ALFRED ABOYA","83","PF","Tilton, NH Tilton School","UCLA","2005"
"HARVEY PERRY","84","SG","Las Vegas, NV","Washington","2005"
"WES MATTHEWS JR.","85","SG","Madison, WI Memorial High","Marquette","2005"
"RICHARD DELK","86","PG","Jackson, TN North Side","Mississippi St","2005"
"JORDAN WILKES","87","C","Los Angeles, CA Loyola","California","2005"
"LEVANCE FIELDS","88","PG","New York, NY Xaverian","Pittsburgh","2005"
"KEVIN SWINTON","89","PF","Greensboro, NC Dudley","Wake Forest","2005"
"CLARENCE HOLLOWAY","90","C","Chicago, IL Harlan","Louisville","2005"
"LAWRENCE KINNARD","91","SF","Memphis, TN Raleigh Egypt","UAB","2005"
"BEN MCCAULEY","92","PF","Herminie, PA Yough Senior","NC State","2005"
"RYAN REID","93","PF","Lauderdale Lakes, FL Boyd Anderson","Florida State","2005"
"GEORGE DRAKE","94","SG","Calera, AL Calera","Vanderbilt","2005"
"OCTAVIOUS SPANN","95","SF","College Park, GA Banneker","Georgetown","2005"
"JOEY SHAW","96","SG","Glendale, AZ Deer Valley","Indiana","2005"
"LAWRENCE HILL","97","PF","Glendale, AZ Deer Valley","Stanford","2005"
"ANTHONY GOODS","98","PG","Corona, CA Coronado","Stanford","2005"
"JEREL MCNEAL","99","SG","Chicago, IL Hillcrest","Marquette","2005"
"DARREN COLLISON","100","PG","Etiwanda, CA Etiwanda","UCLA","2005"
"CURTIS JERRELLS","101","PG","Austin, TX","Baylor","2005"
"RICKY TORRES","102","SG","New York, NY St. Raymond's","St. John's","2005"
"A.J. ABRAMS","103","SG","Round Rock, TX McNeil","Texas","2005"
"SHANE CLARK","104","SF","Philadelphia, PA","Maryland","2005"
"JEREMY PARGO","105","SG","Chicago, IL","Gonzaga","2005"
"CHAD MILLARD","106","SF","Manchester, NH","Louisville","2005"
"ANDRE MCGEE","107","PG","Moreno Valley, CA Canyon Springs","Louisville","2005"
"JAMAL BOYKIN","108","SF","Los Angeles, CA Fairfax","Duke","2005"
"MICHAEL ROLL","109","SG","Aliso Niguel, CA Aliso Niguel","UCLA","2005"
"JOEY CAMERON","110","PF","Leeds, AL Leeds","Auburn","2005"
"TERRENCE WILLIAMS","111","SF","Seattle, WA Rainier Beach","Louisville","2005"
"LEO CRISWELL","112","PF","Virginia Beach, VA","Missouri","2005"
"JARED CARTER","113","C","Georgetown, KY Scott County","Kentucky","2005"
"JONATHAN KALE","114","PF","Pawtucket, RI","Providence","2005"
"DERRICK BROWN","115","SF","Dayton, OH Chaminade-Julienne","Xavier","2005"
"TRAVIS WALTON","116","PG","Lima, OH Lima Senior","Michigan State","2005"
"KC RIVERS","117","SG","Charlotte, NC","Clemson","2005"
"JEREMY BARR","118","PF","Houston, TX Westbury Christian","USC","2005"
"JUSTIN DENTMON","119","PG","Winchendon, MA Winchendon","Washington","2005"
"DENIS CLEMENTE","120","PG","Miami, FL Calusa Prep","Miami (FL)","2005"
"CHARLES JACKSON","121","PF","Buena Vista, GA Tri County","Illinois","2005"
"LAWRENCE BORHA","122","SG","Pacoima, CA Stone Ridge Prep","Utah","2005"
"ERIC WHITEHURST","123","SF","Chesapeake, VA","Undecided","2005"
"ANTHONY MASON, JR.","124","SF","Memphis, TN Fairley High School","St. John's","2005"
"JEVOHN SHEPHERD","125","SG","Toronto, ON","Michigan","2005"
"KENDRIC PRICE","126","SF","Boston, MA Buckingham Browne & Nichols","Michigan","2005"
"JABARI CURRIE","128","SG","Detroit, MI Pershing","DePaul","2005"
"ADRIAN THOMAS","129","SF","Pembroke, FL Flanagan","Miami (FL)","2005"
"ROUSEAN CROMWELL","130","PF","Memphis, TN Fairley High School","USC","2005"
"ALADE AMINU","131","C","Stone Mountain, GA Stephenson","Georgia Tech","2005"
"JOHN GARCIA","132","PF","Bayshore, NY","Seton Hall","2005"
"KOREY SPATES","133","PG","Warrensville, OH Warrensville Heights","Purdue","2005"
"JOSH THORNTON","134","SG","Camden, DE Caesar Rodney","Georgetown","2005"
"WILLIAM HARRIS","135","SG","Queens, NY","Undecided","2005"
"MAURICE JOSEPH","136","SG","St. Lambert, PQ","Michigan State","2005"
"STEFAN JACKSON","138","SG","Philadelphia, PA","UTEP","2005"
"MAURICE THOMAS","139","PF","Philadelphia, PA Philadelphia Elec & Tech","UTEP","2005"
"ANTHONY FARMER","140","PG","Richland, NJ St. Augustine","Rutgers","2005"
"TAYLOR GRIFFIN","141","PF","Edmond, OK Oklahoma Christian","Oklahoma","2005"
"BRYAN MULLINS","142","PG","Downers Grove, IL Downers Grove South","S Illinois","2005"
"JIMMIE SUTTON","143","PF","Boca Raton, FL","Florida","2005"
"RASHAAD SINGLETON","144","C","Campbellton, FL","Georgia","2005"
"JARON GRIFFIN","145","SF","Manchester, NJ Manchester Township","Rutgers","2005"
"YAMENE COLEMAN","146","PF","Camden, AL Wilcox Central","Alabama","2005"
"NATE MINNOY","147","SF","Chicago, IL Hales Franciscan","Purdue","2005"
"BILAL BENN","148","SG","Philadelphia, PA","Undecided","2005"
"AHMAD NIVINS","149","PF","Jersey City, NJ St. Anthony","St. Joseph's","2005"
"MARQUEZ HAYNES","150","SG","Irving, TX Irving","Boston College","2005"
"GREG ODEN","1","C","Indianapolis, IN Lawrence North","Ohio State","2006"
"KEVIN DURANT","2","SF","Suitland, MD Montrose Christian","Texas","2006"
"BRANDAN WRIGHT","3","PF","Nashville, TN Brentwood Academy","North Carolina","2006"
"CHASE BUDINGER","4","SF","Carlsbad, CA La Costa Canyon","Arizona","2006"
"THADDEUS YOUNG","5","SF","Memphis, TN Mitchell","Georgia Tech","2006"
"SPENCER HAWES","6","C","Seattle, WA Seattle Prep","Washington","2006"
"JAVARIS CRITTENTON","7","PG","Atlanta, GA Southwest Atlanta Christian","Georgia Tech","2006"
"WAYNE ELLINGTON","8","SG","Merion Station, PA Episcopal Academy","North Carolina","2006"
"TYWON LAWSON","9","PG","Clinton, MD","North Carolina","2006"
"BROOK LOPEZ","10","PF","Fresno, CA San Joaquin Memorial","Stanford","2006"
"GERALD HENDERSON","11","SG","Merion, PA Episcopal Academy","Duke","2006"
"PAUL HARRIS","12","SF","Niagara Falls, NY","Syracuse","2006"
"DAEQUAN COOK","13","SG","Dayton, OH Dunbar","Ohio State","2006"
"STANLEY ROBINSON","14","SF","Birmingham, AL Huffman","Connecticut","2006"
"DAVON JEFFERSON","15","SF","Patterson, NC Patterson School","USC","2006"
"DARRELL ARTHUR","16","PF","Dallas, TX South Oak Cliff","Kansas","2006"
"DAMION JAMES","17","SF","Nacogdoches, TX Nacogdoches","Texas","2006"
"MIKE CONLEY","18","PG","Indianapolis, IN Lawrence North","Ohio State","2006"
"OBI MUONELO","19","SG","Edmond, OK Santa Fe","Oklahoma State","2006"
"RAMAR SMITH","20","SG","Detroit, MI Martin Luther King","Tennessee","2006"
"SHERRON COLLINS","21","PG","Chicago, IL Crane","Kansas","2006"
"EARL CLARK","22","SF","Rahway, NJ Rahway","Louisville","2006"
"DAJUAN SUMMERS","23","SF","Baltimore, MD","Georgetown","2006"
"BRIAN ZOUBEK","24","C","Cherry Hill, NJ","Duke","2006"
"DERRICK CARACTER","25","PF","Elizabeth, NJ The Patrick School","Louisville","2006"
"DUKE CREWS","26","PF","Hampton, VA Bethel","Tennessee","2006"
"CURTIS KELLY","27","SF","New York, NY Rice","Connecticut","2006"
"ROBIN LOPEZ","28","C","Fresno, CA San Joaquin Memorial","Stanford","2006"
"JON KREFT","29","C","Parkland, FL Douglas","Undecided","2006"
"JASON BENNETT","30","C","Jacksonville, FL Arlington Country Day","Kansas State","2006"
"DESHAWN SIMS","31","PF","Detroit, MI Pershing","Michigan","2006"
"TAJ GIBSON","32","PF","Brooklyn, NY","USC","2006"
"RAYMAR MORGAN","33","SF","Canton, OH McKinley","Michigan State","2006"
"WAYNE CHISM","34","PF","Bolivar, TN","Tennessee","2006"
"MICHAEL WASHINGTON","35","PF","McGehee, AR","Arkansas","2006"
"DAVID LIGHTY","36","SG","Cleveland, OH","Ohio State","2006"
"VERNON MACKLIN","37","PF","Chatham, VA Hargrave Military Academy","Georgetown","2006"
"DERRICK JASPER","38","PG","Paso Robles, CA Paso Robles","Kentucky","2006"
"JODIE MEEKS","39","SG","Norcross, GA Norcross","Kentucky","2006"
"MIKE JONES","40","SF","Hopkins, SC Lower Richland","Syracuse","2006"
"ALEX STEPHESON","41","PF","Studio City, CA Harvard Westlake","North Carolina","2006"
"LANCE THOMAS","42","SF","Newark, NJ St. Benedict's Prep","Duke","2006"
"TYLER SMITH","43","SF","Pulaski, TN","Iowa","2006"
"PATRICK CHRISTOPHER","44","SG","Compton, CA Dominguez","California","2006"
"MATT BOULDIN","45","SG","Denver, CO Thunderridge","Gonzaga","2006"
"GREIVIS VASQUEZ","46","SG","Rockville, MD Montrose Christian","Maryland","2006"
"DONEAL MACK","47","SG","Statesville, NC Statesville","Memphis","2006"
"QUINCY PONDEXTER","48","SF","Fresno, CA San Joaquin Memorial","Washington","2006"
"D.J. AUGUSTIN","49","PG","Sugar Land, TX Hightower","Texas","2006"
"JAMES KEEFE","50","PF","Rancho Santa Margarita, CA Santa Margarita Catholic","UCLA","2006"
"MARREESE SPEIGHTS","51","PF","St. Petersburg, FL","Florida","2006"
"JEROME DYSON","52","SG","Andover, NH Proctor Academy","Connecticut","2006"
"WILLIE KEMP","53","PG","Bolivar, TN","Memphis","2006"
"TOM HERZOG","54","C","Flint, MI Flint Academy","Michigan State","2006"
"DONALD SLOAN","55","PG","Seagoville, TX","Texas A&M","2006"
"JOSH LOMERS","56","C","Boerne, TX Boerne","Baylor","2006"
"KEITH CLARK","57","PF","Oklahoma City, OK Putnam City","Oklahoma","2006"
"TREVON HUGHES","58","PG","Delafield, WI","Wisconsin","2006"
"BRYAN DAVIS","59","PF","Grand Prairie, TX Grand Prairie","Texas A&M","2006"
"JAMIL TUCKER","60","SF","Gary, IN Gary West Side","Virginia","2006"
"PHILLIP NELSON","61","SF","Keizer, OR Mc Nary","Washington","2006"
"JARVIS VARNADO","62","PF","Brownsville, TN Haywood","Mississippi St","2006"
"PERRY STEVENSON","63","PF","Lafayette, LA Northside","Kentucky","2006"
"CAMERON TATUM","64","SG","Patterson, NC Patterson School","Tennessee","2006"
"PATRICK BEVERLEY","65","PG","Chicago, IL Marshall","Arkansas","2006"
"GILBERT BROWN","66","SG","South Kent, CT South Kent","Pittsburgh","2006"
"EUGENE HARVEY","67","PG","Newark, NJ St. Benedict's Prep","Seton Hall","2006"
"HAMADY N'DIAYE","68","C","Simi Valley, CA Stone Ridge Prep","Rutgers","2006"
"JEREMY MAYFIELD","69","PF","Houston, TX","UAB","2006"
"ERIC HAYES","70","PG","Dumfries, VA Potomac Senior","Maryland","2006"
"JON SCHEYER","71","SG","Northbrook, IL Glenbrook North","Duke","2006"
"DEON THOMPSON","72","PF","Torrance, CA Torrance","North Carolina","2006"
"LAZAR HAYWARD","73","SF","Buffalo, NY","Marquette","2006"
"EDGAR SOSA","74","PG","New York, NY Rice","Louisville","2006"
"ANTONIO PENA","75","PF","Brooklyn, NY","Villanova","2006"
"SCOTTIE REYNOLDS","76","PG","Herndon, VA Herndon","Villanova","2006"
"BRIAN CARLWELL","77","C","Maywood, IL Proviso East","Illinois","2006"
"ANTHONY GURLEY","79","SG","Newton, MA Newton North","Wake Forest","2006"
"TONY CROCKER","80","SG","San Antonio, TX","Oklahoma","2006"
"ADRIAN OLIVER","81","PG","Modesto, CA Modesto Christian","Washington","2006"
"JERRY SMITH","82","PG","Wauwatosa, WI East High","Louisville","2006"
"DENNIS HORNER","83","SF","Absecon, NJ Holy Spirit","NC State","2006"
"DOUG WIGGINS","84","PG","Hartford, CT East Hartford","Connecticut","2006"
"JAMIE SKEEN","85","PF","Charlotte, NC Northside Christian Academy","Wake Forest","2006"
"JUSTIN MASON","86","SG","Amarillo, TX Palo Duro","Texas","2006"
"JERMAINE BEAL","87","PG","DeSoto, TX DeSoto","Vanderbilt","2006"
"JASON BOHANNON","88","PG","Marion, IA Linn Mar Community School","Wisconsin","2006"
"DAN WERNER","89","SF","Lincroft, NJ Christian Brothers Academy","Florida","2006"
"WILL HARRIS","90","SF","Queens, NY","Virginia","2006"
"DEMOND CARTER","91","PG","Reserve, LA Reserve Christian","Baylor","2006"
"LARRY DAVIS","92","SG","Middle Village, NY Christ The King","Seton Hall","2006"
"DJIBRIL THIAM","93","SF","Dakar, Senegal","Baylor","2006"
"JON MITCHELL","94","SF","Mount Vernon, NY Mount Vernon","Florida","2006"
"WILL WALKER","95","PG","Bolingbrook, IL Bolingbrook","DePaul","2006"
"HARRISON SMITH","96","SG","Houston, TX Jesse Jones","Texas","2006"
"LAWRENCE GILBERT","97","SF","Houston, TX Wheatley","Miami (FL)","2006"
"RYAN ANDERSON","98","PF","El Dorado Hills, CA Oak Ridge","California","2006"
"LEWIS WITCHER","99","PF","Rocky Mount, VA Franklin County School","Virginia Tech","2006"
"JAMES DEWS","100","SG","Westchester, OH Lakota East","Miami (FL)","2006"
"KEON LAWRENCE","101","SG","Newark, NJ Weequahic","Missouri","2006"
"SETH TARVER","102","SF","Portland, OR Jesuit","Oregon State","2006"
"CLARENCE HOLLOWAY","103","C","Chicago, IL","Undecided","2006"
"LUKE HARANGODY","104","PF","Schererville, IN Andrean","Notre Dame","2006"
"WILLIAM GRAVES","105","SF","Greensboro, NC Dudley","North Carolina","2006"
"PHIL JONES","106","C","Brooklyn, NY","Charlotte","2006"
"LANDON MILBOURNE","107","SF","Roswell, GA","Maryland","2006"
"KELVIN LEWIS","108","SG","Crowley, TX North Crowley","Auburn","2006"
"NIGEL MUNSON","109","PG","Hyattsville, MD DeMatha","Virginia Tech","2006"
"JONATHAN MANDELDOVE","110","C","Snelville, GA","Connecticut","2006"
"JOSUE SOTO","111","PG","Miami, FL","Florida State","2006"
"ISAIAH DAHLMAN","112","SF","Braham, MN Braham","Michigan State","2006"
"AARON HOLMES","113","SG","St.Petersburg, FL Central Catholic","Florida State","2006"
"SOLOMON TAT","114","SG","Stockbridge, GA","Virginia","2006"
"LAWRENCE WESTBROOK","115","SG","Chandler, AZ","Minnesota","2006"
"J.P. GAVINSKI","116","C","Wisconsin Dells, WI Wisconsin Dells","Wisconsin","2006"
"PIERRE NILES","117","PF","Memphis, TN Ridgeway","Memphis","2006"
"TORY JACKSON","118","PG","Saginaw, MI Buena Vista","Notre Dame","2006"
"DAVID POTTER","119","SG","Bradenton, FL Pendleton (IMG Academy)","Clemson","2006"
"NIC WISE","120","PG","Kingwood, TX Kingwood","Arizona","2006"
"JEJUAN BROWN","121","SF","Biloxi, MS Biloxi","Vanderbilt","2006"
"ARMON BASSETT","122","PG","Terre Haute, IN","Indiana","2006"
"DELROY JAMES","123","SF","Brooklyn, NY","Rhode Island","2006"
"TYRONE APPLETON","124","PG","Midland, TX Midland College","Kansas","2006"
"DERRICK ROLAND","125","SG","Seagoville, TX","Texas A&M","2006"
"DERWIN KITCHEN","126","SG","Jacksonville, FL Florida C.C.","St. John's","2006"
"MATT HILL","127","PF","Lincoln, NE Southeast","Texas","2006"
"ISHMAEL SMITH","128","PG","Concord, NC Central Cabarrus","Wake Forest","2006"
"KEATON GRANT","129","SG","Kissimmee, FL","Purdue","2006"
"MARQUES JOHNSON","130","PG","Fort Wayne, IN Snider","Tennessee","2006"
"L.D. WILLIAMS","131","SG","East Bend, NC","Wake Forest","2006"
"ISAAC MILES","132","SG","Shawnee Mission, KS Bishop Miege","Creighton","2006"
"DANTE CURRY","133","SG","Kissimmee, FL Poinciana","South Florida","2006"
"ZACH PEACOCK","134","PF","Miami, FL Miami Norland","Georgia Tech","2006"
"BOBBY MAZE","135","SG","Washington, DC","Oklahoma","2006"
"J.T. TILLER","136","SG","Marietta, GA Wheeler","Missouri","2006"
"OSIRIS ELDRIDGE","137","SG","Chicago, IL Wendell Phillips","Illinois State","2006"
"DWAYNE COLLINS","138","PF","Miami, FL Miami Senior","Miami (FL)","2006"
"DAVID BOOKER","139","SF","Moss Point, MS Moss Point","Charlotte","2006"
"DEWAYNE REED","140","PG","Houston, TX Wheatley","Auburn","2006"
"KRAIDON WOODS","141","PF","Pottstown, PA The Hill School","Arizona State","2006"
"CHRIS SINGLETARY","142","SG","Chicago, IL","Kent State","2006"
"MIKHAIL TORRANCE","143","PG","Mobile, AL","Alabama","2006"
"CHAS MCFARLAND","145","C","Worcester, MA Worcester Academy","Wake Forest","2006"
"REGGIE REDDING","146","SG","Philadelphia, PA St. Joseph's","Villanova","2006"
"DESEAN BUTLER","147","SF","Bloomfield, NJ Bloomfield Tech","West Virginia","2006"
"WELLINGTON SMITH","148","SF","Summit, NJ","West Virginia","2006"
"DEMETRIUS JEMISON","149","PF","Birmingham, AL Huffman","Alabama","2006"
"DEXTER PITTMAN","150","C","Rosenberg, TX","Texas","2006"
"MICHAEL BEASLEY","1","PF","Fitchburg, MA Notre Dame","Kansas State","2007"
"ERIC GORDON","2","SG","Indianapolis, IN North Central","Indiana","2007"
"DERRICK ROSE","3","PG","Chicago, IL Simeon","Memphis","2007"
"O.J. MAYO","4","PG","Huntington, WV Huntington","USC","2007"
"KYLE SINGLER","5","SF","Medford, OR South Medford","Duke","2007"
"KEVIN LOVE","6","C","Lake Oswego, OR Lake Oswego","UCLA","2007"
"BILL WALKER","7","SF","Cincinnati, OH North College Hill","Kansas State","2007"
"DEANDRE JORDAN","8","C","Houston, TX Christian Life Center","Texas A&M","2007"
"DONTE GREENE","9","SF","Baltimore, MD Towson Catholic","Syracuse","2007"
"J.J. HICKSON","10","PF","Marietta, GA Wheeler","NC State","2007"
"JAMES HARDEN","11","SG","Rancho Dominguez, CA Artesia","Arizona State","2007"
"ANTHONY RANDOLPH","12","SF","Dallas, TX Woodrow Wilson","Louisiana State","2007"
"JERRYD BAYLESS","13","SG","Phoenix, AZ St. Mary's","Arizona","2007"
"NICK CALATHES","14","PG","Winter Park, FL Lake Howell","Florida","2007"
"AUSTIN FREEMAN","15","SG","Hyattsville, MD DeMatha","Georgetown","2007"
"KOSTA KOUFOS","16","C","Canton, OH Glenoak","Ohio State","2007"
"PATRICK PATTERSON","17","PF","Huntington, WV Huntington","Kentucky","2007"
"NAYAL KOSHWAL","18","PF","Chicago, IL Boys to Men Academy","DePaul","2007"
"CHANDLER PARSONS","19","SF","Winter Park, FL Lake Howell","Florida","2007"
"CRAIG BRACKINS","20","PF","Wolfeboro, NH Brewster Academy","Iowa State","2007"
"JAMELLE HORNE","21","SF","San Diego, CA San Diego","Arizona","2007"
"JONNY FLYNN","22","PG","Niagara Falls, NY Niagara Falls","Syracuse","2007"
"BLAKE GRIFFIN","23","PF","Edmond, OK Oklahoma Christian","Oklahoma","2007"
"SOLOMON ALABI","24","C","Montverde, FL Montverde Academy","Florida State","2007"
"AUSTIN DAYE","25","SF","Irvine, CA Woodbridge","Gonzaga","2007"
"BEAS HAMGA","26","C","Decatur, IL Christian","UNLV","2007"
"COREY FISHER","27","PG","Elizabeth, NJ The Patrick School","Villanova","2007"
"COREY STOKES","28","SF","Newark, NJ St. Benedict's Prep","Villanova","2007"
"GANI LAWAL","29","PF","Norcross, GA Norcross","Georgia Tech","2007"
"COLE ALDRICH","30","C","Bloomington, MN Jefferson","Kansas","2007"
"HERB POPE","31","PF","Aliquippa, PA","New Mexico St","2007"
"JAMES ANDERSON","32","SF","Junction City, AR Junction City","Oklahoma State","2007"
"CHRIS ALLEN","33","SG","Lawrenceville, GA Meadowcreek","Michigan State","2007"
"CORPERRYALE HARRIS","34","SG","Detroit, MI Redford","Michigan","2007"
"E'TWAUN MOORE","35","SG","East Chicago, IN East Chicago Central","Purdue","2007"
"JEFF ROBINSON","36","SF","Columbus, NJ The Patrick School","Memphis","2007"
"TAYLOR KING","37","SF","Santa Ana, CA Mater Dei","Duke","2007"
"KALIN LUCAS","38","PG","Orchard Lake, MI St. Mary's","Michigan State","2007"
"NOLAN SMITH","39","SG","Mouth of Wilson, VA Oak Hill Academy","Duke","2007"
"SENARIO HILLMAN","40","SG","Irwinton, GA Wilkinson County","Alabama","2007"
"ANDREW OGILVY","41","C","Sidney, Australia,","Vanderbilt","2007"
"JAJUAN JOHNSON","42","PF","Indianapolis, IN Franklin Central","Purdue","2007"
"JAI LUCAS","43","PG","Houston, TX Bellaire","Florida","2007"
"ALEX LEGION","44","SG","Mouth of Wilson, VA Oak Hill Academy","Kentucky","2007"
"DARQUAVIS TUCKER","45","SG","Saginaw, MI Arthur Hill","DePaul","2007"
"LACEDARIUS DUNN","46","SG","Monroe, LA Excelsior Christian","Baylor","2007"
